Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area, loan_amount,Loan_Status
LP002036,Male,Yes,0,Graduate,No,2058,2134,360,,Urban,10800000, Approved
LP002043,Female,No,1,Graduate,No,3541,0,360,,Semiurban,13200000, Approved
LP002050,Male,Yes,1,Graduate,Yes,10000,0,360,1,Rural,7800000, Rejected
LP002051,Male,Yes,0,Graduate,No,2400,2167,360,1,Semiurban,19600000, Approved
LP002053,Male,Yes,3+,Graduate,No,4342,189,360,1,Semiurban,23500000, Approved
LP002054,Male,Yes,2,Not Graduate,No,3601,1590,360,1,Rural,17100000, Approved
LP002055,Female,No,0,Graduate,No,3166,2985,360,,Rural,24200000, Approved
LP002065,Male,Yes,3+,Graduate,No,15000,0,360,1,Rural,16400000, Approved
LP002067,Male,Yes,1,Graduate,Yes,8666,4983,360,0,Rural,5700000, Approved
LP002068,Male,No,0,Graduate,No,4917,0,360,0,Rural,11300000, Rejected
LP002082,Male,Yes,0,Graduate,Yes,5818,2160,360,1,Semiurban,28800000, Rejected
LP002086,Female,Yes,0,Graduate,No,4333,2451,360,1,Urban,3200000, Approved
LP002087,Female,No,0,Graduate,No,2500,0,360,1,Urban,600000, Rejected
LP002097,Male,No,1,Graduate,No,4384,1793,360,1,Urban,10600000, Rejected
LP002098,Male,No,0,Graduate,No,2935,0,360,1,Semiurban,20600000, Rejected
LP002100,Male,No,,Graduate,No,2833,0,360,1,Urban,18400000, Approved
LP002101,Male,Yes,0,Graduate,,63337,0,180,1,Urban,7000000, Rejected
LP002103,,Yes,1,Graduate,Yes,9833,1833,180,1,Urban,8600000, Rejected
LP002106,Male,Yes,,Graduate,Yes,5503,4490,,1,Semiurban,20000000, Approved
LP002110,Male,Yes,1,Graduate,,5250,688,360,1,Rural,18300000, Approved
LP002112,Male,Yes,2,Graduate,Yes,2500,4600,360,1,Rural,10100000, Rejected
LP002113,Female,No,3+,Not Graduate,No,1830,0,360,0,Urban,16900000, Approved
LP002114,Female,No,0,Graduate,No,4160,0,360,1,Semiurban,9400000, Approved
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587,360,1,Rural,23500000, Rejected
LP002116,Female,No,0,Graduate,No,2378,0,360,1,Rural,21000000, Rejected
LP002119,Male,Yes,1,Not Graduate,No,4554,1229,360,1,Urban,30100000, Approved
LP002126,Male,Yes,3+,Not Graduate,No,3173,0,360,1,Semiurban,12600000, Rejected
LP002128,Male,Yes,2,Graduate,,2583,2330,360,1,Rural,5100000, Approved
LP002129,Male,Yes,0,Graduate,No,2499,2458,360,1,Semiurban,16800000, Rejected
LP002130,Male,Yes,,Not Graduate,No,3523,3230,360,0,Rural,28000000, Rejected
LP002131,Male,Yes,2,Not Graduate,No,3083,2168,360,1,Urban,23500000, Approved
LP002137,Male,Yes,0,Graduate,No,6333,4583,360,,Semiurban,7000000, Rejected
LP002138,Male,Yes,0,Graduate,No,2625,6250,360,1,Rural,13300000, Approved
LP002139,Male,Yes,0,Graduate,No,9083,0,360,1,Semiurban,15800000, Rejected
LP002140,Male,No,0,Graduate,No,8750,4167,360,1,Rural,28700000, Approved
LP002141,Male,Yes,3+,Graduate,No,2666,2083,360,1,Rural,9700000, Approved
LP002142,Female,Yes,0,Graduate,Yes,5500,0,360,0,Rural,7000000, Approved
LP002143,Female,Yes,0,Graduate,No,2423,505,360,1,Semiurban,17200000, Rejected
LP002144,Female,No,,Graduate,No,3813,0,180,1,Urban,24100000, Approved
LP002149,Male,Yes,2,Graduate,No,8333,3167,360,1,Rural,9800000, Approved
LP002151,Male,Yes,1,Graduate,No,3875,0,360,1,Urban,26300000, Approved
LP002158,Male,Yes,0,Not Graduate,No,3000,1666,480,0,Urban,20800000, Rejected
LP002160,Male,Yes,3+,Graduate,No,5167,3167,360,1,Semiurban,9500000, Approved
LP002161,Female,No,1,Graduate,No,4723,0,360,1,Semiurban,38400000, Approved
LP002170,Male,Yes,2,Graduate,No,5000,3667,360,1,Semiurban,14100000, Approved
LP002175,Male,Yes,0,Graduate,No,4750,2333,360,1,Urban,32200000, Rejected
LP002178,Male,Yes,0,Graduate,No,3013,3033,300,,Urban,26900000, Approved
LP002180,Male,No,0,Graduate,Yes,6822,0,360,1,Rural,28000000, Rejected
LP002181,Male,No,0,Not Graduate,No,6216,0,360,1,Rural,21900000, Approved
LP002187,Male,No,0,Graduate,No,2500,0,480,1,Semiurban,12500000, Approved
LP002188,Male,No,0,Graduate,No,5124,0,,0,Rural,29800000, Rejected
LP002190,Male,Yes,1,Graduate,No,6325,0,360,1,Semiurban,4000000, Approved
LP002191,Male,Yes,0,Graduate,No,19730,5266,360,1,Rural,2300000, Approved
LP002194,Female,No,0,Graduate,Yes,15759,0,360,1,Semiurban,7700000, Approved
LP002197,Male,Yes,2,Graduate,No,5185,0,360,1,Semiurban,3200000, Approved
LP002201,Male,Yes,2,Graduate,Yes,9323,7873,300,1,Rural,2300000, Approved
LP002205,Male,No,1,Graduate,No,3062,1987,180,0,Urban,25500000, Approved
LP002209,Female,No,0,Graduate,,2764,1459,360,1,Urban,12800000, Approved
LP002211,Male,Yes,0,Graduate,No,4817,923,180,1,Urban,5000000, Approved
LP002219,Male,Yes,3+,Graduate,No,8750,4996,360,1,Rural,16800000, Approved
LP002223,Male,Yes,0,Graduate,No,4310,0,360,,Semiurban,23500000, Rejected
LP002224,Male,No,0,Graduate,No,3069,0,480,1,Urban,17600000, Rejected
LP002225,Male,Yes,2,Graduate,No,5391,0,360,1,Urban,1800000, Approved
LP002226,Male,Yes,0,Graduate,,3333,2500,360,1,Semiurban,32100000, Approved
LP002229,Male,No,0,Graduate,No,5941,4232,360,1,Semiurban,17900000, Approved
LP002231,Female,No,0,Graduate,No,6000,0,360,1,Urban,29000000, Approved
LP002234,Male,No,0,Graduate,Yes,7167,0,360,1,Urban,7400000, Approved
LP002236,Male,Yes,2,Graduate,No,4566,0,360,1,Urban,1300000, Approved
LP002237,Male,No,1,Graduate,,3667,0,180,1,Urban,10800000, Approved
LP002239,Male,No,0,Not Graduate,No,2346,1600,360,1,Semiurban,35300000, Rejected
LP002243,Male,Yes,0,Not Graduate,No,3010,3136,360,0,Urban,6600000, Rejected
LP002244,Male,Yes,0,Graduate,No,2333,2417,360,1,Urban,14500000, Rejected
LP002250,Male,Yes,0,Graduate,No,5488,0,360,1,Rural,22400000, Approved
LP002255,Male,No,3+,Graduate,No,9167,0,360,1,Rural,19800000, Approved
LP002262,Male,Yes,3+,Graduate,No,9504,0,360,1,Rural,8700000, Approved
LP002263,Male,Yes,0,Graduate,No,2583,2115,360,,Urban,6300000, Approved
LP002265,Male,Yes,2,Not Graduate,No,1993,1625,180,1,Semiurban,5200000, Approved
LP002266,Male,Yes,2,Graduate,No,3100,1400,360,1,Urban,8200000, Approved
LP002272,Male,Yes,2,Graduate,No,3276,484,360,,Semiurban,3200000, Rejected
LP002277,Female,No,0,Graduate,No,3180,0,360,0,Urban,1700000, Approved
LP002281,Male,Yes,0,Graduate,No,3033,1459,360,1,Urban,2700000, Approved
LP002284,Male,No,0,Not Graduate,No,3902,1666,360,1,Rural,25900000, Approved
LP002287,Female,No,0,Graduate,No,1500,1800,360,0,Semiurban,21500000, Approved
LP002288,Male,Yes,2,Not Graduate,No,2889,0,180,0,Urban,15700000, Rejected
LP002296,Male,No,0,Not Graduate,No,2755,0,300,1,Rural,7300000, Rejected
LP002297,Male,No,0,Graduate,No,2500,20000,360,1,Semiurban,15200000, Approved
LP002300,Female,No,0,Not Graduate,No,1963,0,360,1,Semiurban,700000, Approved
LP002301,Female,No,0,Graduate,Yes,7441,0,360,1,Rural,1000000, Rejected
LP002305,Female,No,0,Graduate,No,4547,0,360,1,Semiurban,5700000, Approved
LP002308,Male,Yes,0,Not Graduate,No,2167,2400,360,1,Urban,29400000, Rejected
LP002314,Female,No,0,Not Graduate,No,2213,0,360,1,Rural,3300000, Approved
LP002315,Male,Yes,1,Graduate,No,8300,0,300,0,Semiurban,28300000, Rejected
LP002317,Male,Yes,3+,Graduate,No,81000,0,360,0,Rural,11800000, Approved
LP002318,Female,No,1,Not Graduate,Yes,3867,0,360,1,Semiurban,18900000, Rejected
LP002319,Male,Yes,0,Graduate,,6256,0,360,,Urban,7200000, Approved
LP002328,Male,Yes,0,Not Graduate,No,6096,0,360,0,Rural,18800000, Approved
LP002332,Male,Yes,0,Not Graduate,No,2253,2033,360,1,Rural,8400000, Approved
LP002335,Female,Yes,0,Not Graduate,No,2149,3237,360,0,Semiurban,2100000, Approved
LP002337,Female,No,0,Graduate,No,2995,0,360,1,Urban,4600000, Rejected
LP002341,Female,No,1,Graduate,No,2600,0,360,1,Urban,23300000, Rejected
LP002342,Male,Yes,2,Graduate,Yes,1600,20000,360,1,Urban,7700000, Rejected
LP002345,Male,Yes,0,Graduate,No,1025,2773,360,1,Rural,9300000, Approved
LP002347,Male,Yes,0,Graduate,No,3246,1417,360,1,Semiurban,3500000, Approved
LP002348,Male,Yes,0,Graduate,No,5829,0,360,1,Rural,5400000, Approved
LP002357,Female,No,0,Not Graduate,No,2720,0,,0,Urban,14500000, Approved
LP002361,Male,Yes,0,Graduate,No,1820,1719,360,1,Urban,18400000, Rejected
LP002362,Male,Yes,1,Graduate,No,7250,1667,,0,Urban,11900000, Approved
LP002364,Male,Yes,0,Graduate,No,14880,0,360,1,Semiurban,15300000, Approved
LP002366,Male,Yes,0,Graduate,No,2666,4300,360,1,Rural,2800000, Rejected
LP002367,Female,No,1,Not Graduate,No,4606,0,360,1,Rural,14800000, Rejected
LP002368,Male,Yes,2,Graduate,No,5935,0,360,1,Semiurban,3600000, Approved
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,360,1,Rural,900000, Approved
LP002370,Male,No,0,Not Graduate,No,2717,0,180,1,Urban,36400000, Approved
LP002377,Female,No,1,Graduate,Yes,8624,0,360,1,Semiurban,27500000, Rejected
LP002379,Male,No,0,Graduate,No,6500,0,360,0,Rural,3500000, Approved
LP002386,Male,No,0,Graduate,,12876,0,360,1,Semiurban,18700000, Approved
LP002387,Male,Yes,0,Graduate,No,2425,2340,360,1,Semiurban,21500000, Approved
LP002390,Male,No,0,Graduate,No,3750,0,360,1,Urban,18100000, Approved
LP002393,Female,,,Graduate,No,10047,0,240,1,Semiurban,20800000, Approved
LP002398,Male,No,0,Graduate,No,1926,1851,360,1,Semiurban,5700000, Approved
LP002401,Male,Yes,0,Graduate,No,2213,1125,360,1,Urban,11400000, Rejected
LP002403,Male,No,0,Graduate,Yes,10416,0,360,0,Urban,18500000, Approved
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0,360,1,Rural,20600000, Approved
LP002408,Male,No,0,Graduate,No,3660,5064,360,1,Semiurban,16700000, Approved
LP002409,Male,Yes,0,Graduate,No,7901,1833,360,1,Rural,32400000, Approved
LP002418,Male,No,3+,Not Graduate,No,4707,1993,360,1,Semiurban,26700000, Approved
LP002422,Male,No,1,Graduate,No,37719,0,360,1,Semiurban,16700000, Approved
LP002424,Male,Yes,0,Graduate,No,7333,8333,300,,Rural,10300000, Rejected
LP002429,Male,Yes,1,Graduate,Yes,3466,1210,360,1,Rural,1700000, Approved
LP002434,Male,Yes,2,Not Graduate,No,4652,0,360,1,Rural,5100000, Approved
LP002435,Male,Yes,0,Graduate,,3539,1376,360,1,Rural,27900000, Rejected
LP002443,Male,Yes,2,Graduate,No,3340,1710,360,0,Rural,15700000, Approved
LP002444,Male,No,1,Not Graduate,Yes,2769,1542,360,,Semiurban,5800000, Rejected
LP002446,Male,Yes,2,Not Graduate,No,2309,1255,360,0,Rural,29000000, Approved
LP002447,Male,Yes,2,Not Graduate,No,1958,1456,300,,Urban,900000, Approved
LP002448,Male,Yes,0,Graduate,No,3948,1733,360,0,Rural,1700000, Rejected
LP002449,Male,Yes,0,Graduate,No,2483,2466,180,0,Rural,27000000, Approved
LP002453,Male,No,0,Graduate,Yes,7085,0,360,1,Semiurban,4700000, Approved
LP002455,Male,Yes,2,Graduate,No,3859,0,360,1,Semiurban,12400000, Approved
LP002459,Male,Yes,0,Graduate,No,4301,0,360,1,Urban,21500000, Approved
LP002467,Male,Yes,0,Graduate,No,3708,2569,360,1,Urban,17500000, Approved
LP002472,Male,No,2,Graduate,No,4354,0,360,1,Rural,20900000, Approved
LP002473,Male,Yes,0,Graduate,No,8334,0,360,1,Semiurban,12500000, Rejected
LP002478,,Yes,0,Graduate,Yes,2083,4083,360,,Semiurban,21400000, Rejected
LP002484,Male,Yes,3+,Graduate,No,7740,0,180,1,Urban,2500000, Approved
LP002487,Male,Yes,0,Graduate,No,3015,2188,360,1,Rural,14700000, Approved
LP002489,Female,No,1,Not Graduate,,5191,0,360,1,Semiurban,10500000, Approved
LP002493,Male,No,0,Graduate,No,4166,0,360,0,Semiurban,20900000, Rejected
LP002494,Male,No,0,Graduate,No,6000,0,360,1,Rural,17300000, Approved
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664,180,0,Urban,1800000, Rejected
LP002501,,Yes,0,Graduate,No,16692,0,360,1,Semiurban,1100000, Approved
LP002502,Female,Yes,2,Not Graduate,,210,2917,360,1,Semiurban,16900000, Rejected
LP002505,Male,Yes,0,Graduate,No,4333,2451,360,1,Urban,900000, Rejected
LP002515,Male,Yes,1,Graduate,Yes,3450,2079,360,1,Semiurban,22100000, Rejected
LP002517,Male,Yes,1,Not Graduate,No,2653,1500,180,0,Rural,11400000, Approved
LP002519,Male,Yes,3+,Graduate,No,4691,0,360,1,Semiurban,28600000, Approved
LP002522,Female,No,0,Graduate,Yes,2500,0,360,,Urban,23500000, Rejected
LP002524,Male,No,2,Graduate,No,5532,4648,360,1,Rural,31500000, Approved
LP002527,Male,Yes,2,Graduate,Yes,16525,1014,360,1,Rural,7800000, Approved
LP002529,Male,Yes,2,Graduate,No,6700,1750,300,1,Semiurban,13500000, Rejected
LP002530,,Yes,2,Graduate,No,2873,1872,360,0,Semiurban,31900000, Rejected
LP002531,Male,Yes,1,Graduate,Yes,16667,2250,360,1,Semiurban,8600000, Approved
LP002533,Male,Yes,2,Graduate,No,2947,1603,360,1,Urban,2700000, Approved
LP002534,Female,No,0,Not Graduate,No,4350,0,360,1,Rural,30700000, Rejected
LP002536,Male,Yes,3+,Not Graduate,No,3095,0,360,1,Rural,15000000, Approved
LP002537,Male,Yes,0,Graduate,No,2083,3150,360,1,Semiurban,24900000, Rejected
LP002541,Male,Yes,0,Graduate,No,10833,0,360,1,Semiurban,8800000, Rejected
LP002543,Male,Yes,2,Graduate,No,8333,0,360,1,Semiurban,14400000, Approved
LP002544,Male,Yes,1,Not Graduate,No,1958,2436,360,1,Rural,4900000, Approved
LP002545,Male,No,2,Graduate,No,3547,0,360,0,Rural,6200000, Approved
LP002547,Male,Yes,1,Graduate,No,18333,0,360,1,Urban,14800000, Approved
LP002555,Male,Yes,2,Graduate,Yes,4583,2083,360,1,Semiurban,5300000, Rejected
LP002556,Male,No,0,Graduate,No,2435,0,360,1,Urban,16800000, Rejected
LP002560,Male,No,0,Not Graduate,No,2699,2785,360,,Semiurban,8500000, Approved
LP002562,Male,Yes,1,Not Graduate,No,5333,1131,360,,Urban,3500000, Approved
LP002571,Male,No,0,Not Graduate,No,3691,0,360,1,Rural,28800000, Approved
LP002582,Female,No,0,Not Graduate,Yes,17263,0,360,1,Semiurban,1100000, Rejected
LP002585,Male,Yes,0,Graduate,No,3597,2157,360,0,Rural,5700000, Rejected
LP002586,Female,Yes,1,Graduate,No,3326,913,84,1,Semiurban,5400000, Approved
LP002587,Male,Yes,0,Not Graduate,No,2600,1700,360,1,Rural,30300000, Approved
LP002588,Male,Yes,0,Graduate,No,4625,2857,12,,Urban,24800000, Rejected
LP002600,Male,Yes,1,Graduate,Yes,2895,0,360,1,Semiurban,15500000, Rejected
LP002602,Male,No,0,Graduate,No,6283,4416,360,0,Rural,24700000, Approved
LP002603,Female,No,0,Graduate,No,645,3683,480,1,Rural,700000, Approved
LP002606,Female,No,0,Graduate,No,3159,0,360,1,Semiurban,12500000, Rejected
LP002615,Male,Yes,2,Graduate,No,4865,5624,360,1,Semiurban,14300000, Approved
LP002618,Male,Yes,1,Not Graduate,No,4050,5302,360,,Rural,7000000, Approved
LP002619,Male,Yes,0,Not Graduate,No,3814,1483,300,1,Semiurban,19200000, Approved
LP002622,Male,Yes,2,Graduate,No,3510,4416,360,1,Rural,7200000, Approved
LP002624,Male,Yes,0,Graduate,No,20833,6667,360,,Urban,15900000, Rejected
LP002625,,No,0,Graduate,No,3583,0,360,1,Urban,12500000, Approved
LP002626,Male,Yes,0,Graduate,Yes,2479,3013,360,1,Urban,11200000, Rejected
LP002634,Female,No,1,Graduate,No,13262,0,360,1,Urban,39500000, Approved
LP002637,Male,No,0,Not Graduate,No,3598,1287,360,1,Rural,9000000, Rejected
LP002640,Male,Yes,1,Graduate,No,6065,2004,360,1,Semiurban,19000000, Approved
LP002643,Male,Yes,2,Graduate,No,3283,2035,360,1,Urban,29100000, Rejected
LP002648,Male,Yes,0,Graduate,No,2130,6666,180,1,Semiurban,9700000, Approved
LP002652,Male,No,0,Graduate,No,5815,3666,360,1,Rural,25900000, Rejected
LP002659,Male,Yes,3+,Graduate,No,3466,3428,360,1,Rural,18500000, Rejected
LP002670,Female,Yes,2,Graduate,No,2031,1632,480,1,Semiurban,19100000, Approved
LP002682,Male,Yes,,Not Graduate,No,3074,1800,360,0,Semiurban,10600000, Rejected
LP002683,Male,No,0,Graduate,No,4683,1915,360,1,Semiurban,10500000, Approved
LP002684,Female,No,0,Not Graduate,No,3400,0,360,1,Rural,1300000, Rejected
LP002689,Male,Yes,2,Not Graduate,No,2192,1742,360,1,Semiurban,21200000, Approved
LP002690,Male,No,0,Graduate,No,2500,0,360,1,Semiurban,24100000, Approved
LP002692,Male,Yes,3+,Graduate,Yes,5677,1424,360,1,Rural,20500000, Rejected
LP002693,Male,Yes,2,Graduate,Yes,7948,7166,360,1,Rural,27900000, Rejected
LP002697,Male,No,0,Graduate,No,4680,2087,360,1,Semiurban,28200000, Approved
LP002699,Male,Yes,2,Graduate,Yes,17500,0,360,1,Rural,17000000, Approved
LP002705,Male,Yes,0,Graduate,No,3775,0,360,1,Semiurban,5000000, Approved
LP002706,Male,Yes,1,Not Graduate,No,5285,1430,360,0,Semiurban,4900000, Approved
LP002714,Male,No,1,Not Graduate,No,2679,1302,360,1,Semiurban,23900000, Approved
LP002716,Male,No,0,Not Graduate,No,6783,0,360,1,Semiurban,13500000, Approved
LP002717,Male,Yes,0,Graduate,No,1025,5500,360,,Rural,31800000, Approved
LP002720,Male,Yes,3+,Graduate,No,4281,0,360,1,Urban,1000000, Approved
LP002723,Male,No,2,Graduate,No,3588,0,360,0,Rural,23900000, Rejected
LP002729,Male,No,1,Graduate,No,11250,0,360,,Semiurban,4300000, Approved
LP002731,Female,No,0,Not Graduate,Yes,18165,0,360,1,Urban,10000000, Rejected
LP002732,Male,No,0,Not Graduate,,2550,2042,360,1,Rural,15000000, Rejected
LP002734,Male,Yes,0,Graduate,No,6133,3906,360,1,Urban,14100000, Approved
LP002738,Male,No,2,Graduate,No,3617,0,360,1,Semiurban,15200000, Rejected
LP002739,Male,Yes,0,Not Graduate,No,2917,536,360,1,Rural,26300000, Approved
LP002740,Male,Yes,3+,Graduate,No,6417,0,180,1,Rural,13200000, Approved
LP002741,Female,Yes,1,Graduate,No,4608,2845,180,1,Semiurban,3200000, Approved
LP002743,Female,No,0,Graduate,No,2138,0,360,0,Semiurban,14200000, Rejected
LP002753,Female,No,1,Graduate,,3652,0,360,1,Semiurban,7800000, Rejected
LP002755,Male,Yes,1,Not Graduate,No,2239,2524,360,1,Urban,2700000, Approved
LP002757,Female,Yes,0,Not Graduate,No,3017,663,360,,Semiurban,10900000, Approved
LP002767,Male,Yes,0,Graduate,No,2768,1950,360,1,Rural,20500000, Approved
LP002768,Male,No,0,Not Graduate,No,3358,0,36,1,Semiurban,22100000, Approved
LP002772,Male,No,0,Graduate,No,2526,1783,360,1,Rural,37600000, Rejected
LP002776,Female,No,0,Graduate,No,5000,0,360,0,Semiurban,4900000, Approved
LP002777,Male,Yes,0,Graduate,No,2785,2016,360,1,Rural,22500000, Approved
LP002778,Male,Yes,2,Graduate,Yes,6633,0,360,0,Rural,10400000, Rejected
LP002784,Male,Yes,1,Not Graduate,No,2492,2375,360,1,Rural,18400000, Approved
LP002785,Male,Yes,1,Graduate,No,3333,3250,360,1,Urban,16200000, Approved
LP002788,Male,Yes,0,Not Graduate,No,2454,2333,360,0,Urban,700000, Approved
LP002789,Male,Yes,0,Graduate,No,3593,4266,180,0,Rural,22800000, Rejected
LP002792,Male,Yes,1,Graduate,No,5468,1032,360,1,Semiurban,22200000, Approved
LP002794,Female,No,0,Graduate,No,2667,1625,360,,Urban,32300000, Rejected
LP002795,Male,Yes,3+,Graduate,Yes,10139,0,360,1,Semiurban,12300000, Approved
LP002798,Male,Yes,0,Graduate,No,3887,2669,360,1,Semiurban,12000000, Rejected
LP002804,Female,Yes,0,Graduate,No,4180,2306,360,1,Semiurban,500000, Rejected
LP002807,Male,Yes,2,Not Graduate,No,3675,242,360,1,Semiurban,25500000, Approved
LP002813,Female,Yes,1,Graduate,Yes,19484,0,360,1,Semiurban,20400000, Approved
LP002820,Male,Yes,0,Graduate,No,5923,2054,360,1,Rural,15200000, Rejected
LP002821,Male,No,0,Not Graduate,Yes,5800,0,360,1,Semiurban,27900000, Approved
LP002832,Male,Yes,2,Graduate,No,8799,0,360,0,Urban,6100000, Approved
LP002833,Male,Yes,0,Not Graduate,No,4467,0,360,,Rural,14000000, Approved
LP002836,Male,No,0,Graduate,No,3333,0,360,1,Urban,5900000, Approved
LP002837,Male,Yes,3+,Graduate,No,3400,2500,360,0,Rural,11100000, Rejected
LP002840,Female,No,0,Graduate,No,2378,0,360,1,Urban,9800000, Approved
LP002841,Male,Yes,0,Graduate,No,3166,2064,360,0,Urban,4300000, Approved
LP002842,Male,Yes,1,Graduate,No,3417,1750,360,1,Urban,7200000, Rejected
LP002847,Male,Yes,,Graduate,No,5116,1451,360,0,Urban,17500000, Approved
LP002855,Male,Yes,2,Graduate,No,16666,0,360,1,Urban,2700000, Approved
LP002862,Male,Yes,2,Not Graduate,No,6125,1625,480,1,Semiurban,11000000, Approved
LP002863,Male,Yes,3+,Graduate,No,6406,0,360,1,Semiurban,17500000, Rejected
LP002868,Male,Yes,2,Graduate,No,3159,461,84,1,Urban,5800000, Approved
LP002872,,Yes,0,Graduate,No,3087,2210,360,0,Semiurban,7500000, Approved
LP002874,Male,No,0,Graduate,No,3229,2739,360,1,Urban,8600000, Approved
LP002877,Male,Yes,1,Graduate,No,1782,2232,360,1,Rural,20500000, Approved
LP002888,Male,No,0,Graduate,,3182,2917,360,1,Urban,10900000, Rejected
LP002892,Male,Yes,2,Graduate,No,6540,0,360,1,Semiurban,26300000, Rejected
LP002893,Male,No,0,Graduate,No,1836,33837,360,1,Urban,22200000, Approved
LP002894,Female,Yes,0,Graduate,No,3166,0,360,1,Semiurban,19200000, Rejected
LP002898,Male,Yes,1,Graduate,No,1880,0,360,,Rural,13200000, Approved
LP002911,Male,Yes,1,Graduate,No,2787,1917,360,0,Rural,31800000, Rejected
LP002912,Male,Yes,1,Graduate,No,4283,3000,84,1,Rural,5700000, Approved
LP002916,Male,Yes,0,Graduate,No,2297,1522,360,1,Urban,24600000, Approved
LP002917,Female,No,0,Not Graduate,No,2165,0,360,1,Semiurban,3800000, Rejected
LP002925,,No,0,Graduate,No,4750,0,360,1,Semiurban,2800000, Approved
LP002926,Male,Yes,2,Graduate,Yes,2726,0,360,0,Semiurban,28600000, Approved
LP002928,Male,Yes,0,Graduate,No,3000,3416,180,1,Semiurban,10600000, Rejected
LP002931,Male,Yes,2,Graduate,Yes,6000,0,240,1,Semiurban,4000000, Rejected
LP002933,,No,3+,Graduate,Yes,9357,0,360,1,Semiurban,2200000, Rejected
LP002936,Male,Yes,0,Graduate,No,3859,3300,180,1,Rural,1800000, Approved
LP002938,Male,Yes,0,Graduate,Yes,16120,0,360,1,Urban,12500000, Rejected
LP002940,Male,No,0,Not Graduate,No,3833,0,360,1,Rural,5400000, Approved
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000,360,1,Rural,14600000, Approved
LP002943,Male,No,,Graduate,No,2987,0,360,0,Semiurban,1300000, Rejected
LP002945,Male,Yes,0,Graduate,Yes,9963,0,360,1,Rural,9400000, Approved
LP002948,Male,Yes,2,Graduate,No,5780,0,360,1,Urban,16800000, Approved
LP002949,Female,No,3+,Graduate,,416,41667,180,,Urban,9700000, Rejected
LP002950,Male,Yes,0,Not Graduate,,2894,2792,360,1,Rural,10600000, Approved
LP002953,Male,Yes,3+,Graduate,No,5703,0,360,1,Urban,10000000, Approved
LP002958,Male,No,0,Graduate,No,3676,4301,360,1,Rural,17500000, Rejected
LP002959,Female,Yes,1,Graduate,No,12000,0,360,1,Semiurban,16000000, Approved
LP002960,Male,Yes,0,Not Graduate,No,2400,3800,180,1,Urban,24500000, Approved
LP002961,Male,Yes,1,Graduate,No,3400,2500,360,1,Semiurban,12700000, Approved
LP002964,Male,Yes,2,Not Graduate,No,3987,1411,360,1,Rural,13100000, Rejected
LP002974,Male,Yes,0,Graduate,No,3232,1950,360,1,Rural,12500000, Approved
LP002978,Female,No,0,Graduate,No,2900,0,360,1,Rural,17900000, Approved
LP002979,Male,Yes,3+,Graduate,No,4106,0,180,1,Rural,23900000, Rejected
LP002983,Male,Yes,1,Graduate,No,8072,240,360,1,Urban,24900000, Approved
LP002984,Male,Yes,2,Graduate,No,7583,0,360,1,Urban,17500000, Rejected
LP002990,Female,No,0,Graduate,Yes,4583,0,360,0,Semiurban,8100000, Approved
